کدمحصول,عنوان,لایه درخت,نوع
1320512360,کنسانتره آنتیموان,6,برگ
1320412384,فرآوری کانسارهای حاوی نیکل,5,شاخه
1320512361,کنسانتره نیکل,6,برگ
1320412385,فرآوری کانسارهای حاوی تیتانیوم,5,شاخه
1320512362,کنسانتره تیتانیوم,6,برگ
1320412386,فرآوری کانسارهای حاوی مولیبدن,5,شاخه
1320512363,کنسانتره مولیبدن,6,برگ
1320412387,فرآوری کانسارهای حاوی تنگستن,5,شاخه
1320512364,کنسانتره تنگستن,6,برگ
1320412389,فرآوری کانسارهای حاوی جیوه,5,شاخه
1320512390,کنسانتره جیوه,6,برگ
1320412406,خردایش و کانه آرایی کانسارهای فلزات غیرآهنی بجز اورانیوم و توریم,5,شاخه
1320512407,خردایش و دانه بندی و پودر میکرونیزه کانسارهای مس,6,برگ
1320512408,خردایش و دانه بندی و پودر میکرونیزه کانسارهای روی,6,برگ
1320512409,خردایش و دانه بندی و پودر میکرونیزه کانسارهای سرب,6,برگ
1320512410,خردایش و دانه بندی و پودر میکرونیزه کانسارهای منگنز,6,برگ
1320512411,خردایش و دانه بندی و پودر میکرونیزه کانسارهای استرانسیوم,6,برگ
1320512412,بریکت مخلوط کنسانتره سولفات استرانسیوم و کک,6,برگ
1320512413,بریکت کنسانتره سولفات استرانسیوم,6,برگ
1320512414,کنسانتره سولفات استرانسیوم,6,برگ
1320612404,کنسانتره وانادیوم,6,برگ
14,استخراج سایر معادن طبقه بندی نشده در جای دیگر,2,شاخه
1410,استخراج سنگ، شن، ماسه و خاک رس,3,شاخه
1410312301,استخراج انواع سنگ تزیینی,4,شاخه
1410412302,سنگ مرمر (استخراج),5,شاخه
1410512359,سنگ مرمر سفید (استخراج),6,برگ
1410512360,سنگ مرمر قرمز (استخراج),6,برگ
1410512361,سنگ مرمر صورتی (استخراج),6,برگ
1410512362,سنگ مرمر سبز تیره (استخراج),6,برگ
1410512363,سنگ مرمر سبز روشن (استخراج),6,برگ
1410512364,سنگ مرمر پرتقالی/نارنجی (استخراج),6,برگ
1410512365,سنگ مرمر لیمویی (استخراج),6,برگ
1410512366,سنگ مرمر نباتی (استخراج),6,برگ
1410512367,سنگ مرمر آبی (استخراج),6,برگ
1410512368,سنگ مرمر دودی (استخراج),6,برگ
1410512444,سنگ مرمر شکلاتی (استخراج),6,برگ
1410412303,سنگ مرمریت (استخراج),5,شاخه
1410512369,سنگ مرمریت کرم استخوانی (استخراج),6,برگ
1410512370,سنگ مرمریت کرم (استخراج),6,برگ
1410512371,سنگ مرمریت دولومیتی (استخراج),6,برگ
1410512372,سنگ مرمریت قرمز (استخراج),6,برگ
1410512373,سنگ مرمریت سبز (استخراج),6,برگ
1410512374,سنگ مرمریت صورتی (استخراج),6,برگ
1410512375,سنگ مرمریت دودی (استخراج),6,برگ
1410512376,سنگ مرمریت شکلاتی (استخراج),6,برگ
1410512377,سنگ مرمریت گندمک (استخراج),6,برگ
1410512378,سنگ مرمریت سیاه (استخراج),6,برگ
1410512379,سنگ مرمریت لیمویی (استخراج),6,برگ
1410512421,سنگ مرمریت پرطاووسی (استخراج),6,برگ
1410512422,سنگ مرمریت طوسی (استخراج),6,برگ
1410412304,سنگ چینی (استخراج),5,شاخه
1410512414,سنگ کریستال (استخراج),6,برگ
1410412305,سنگ تراورتن (استخراج),5,شاخه
1410512306,سنگ تراورتن قرمز (استخراج),6,برگ
1410512307,سنگ تراورتن لیمویی (استخراج),6,برگ
1410512380,سنگ تراورتن دودی (استخراج),6,برگ
1410512381,سنگ تراورتن طلایی (استخراج),6,برگ
1410512382,سنگ تراورتن مشکی (استخراج),6,برگ
1410512383,سنگ تراورتن گردویی (استخراج),6,برگ
1410512384,سنگ تراورتن شکلاتی (استخراج),6,برگ
1410512385,سنگ تراورتن سفید (استخراج),6,برگ
1410512386,سنگ تراورتن کرم (استخراج),6,برگ
1410512426,سنگ تراورتن پرتقالی (استخراج),6,برگ
1410512427,سنگ تراورتن پوست ماری (استخراج),6,برگ
1410412310,سنگ گرانیت (استخراج),5,شاخه
1410512311,سنگ گرانیت قرمز (استخراج),6,برگ
1410512387,سنگ گرانیت مشکی (استخراج),6,برگ
1410512388,سنگ گرانیت سفید (استخراج),6,برگ
1410512389,سنگ گرانیت کرم (استخراج),6,برگ
1410512390,سنگ گرانیت پرتقالی (استخراج),6,برگ
1410512391,سنگ گرانیت سبز (استخراج),6,برگ
1410512392,سنگ گرانیت گل پنبه ای (استخراج),6,برگ
1410512393,سنگ گرانیت شکلاتی (استخراج),6,برگ
1410512394,سنگ گرانیت صورتی (استخراج),6,برگ
1410512425,سنگ گرانیت خاکستری (استخراج),6,برگ
1410412356,سنگ کنگلومرا (استخراج),5,برگ
1410412430,سنگ ترائونیکس (استخراج),5,برگ
1410412432,سنگ توف تزیینی (استخراج),5,برگ
1410412433,سنگ لوح (ورقه ای) تزیینی (استخراج),5,برگ
1410312313,استخراج مصالح ساختمانی (بجز سنگ ساختمانی),4,شاخه
1410412314,خاک رس معمولی(استخراج),5,برگ
1410412316,پوکه معدنی (پومیس) (استخراج),5,برگ
1410412317,پوزولان (استخراج),5,برگ
1410412320,سنگ لاشه ساختمانی (استخراج),5,شاخه
1410512450,سنگ لاشه مرمریتی,6,برگ
1410512451,سنگ لاشه تراورتنی,6,برگ
1410512452,سنگ لاشه گرانیتی,6,برگ
1410512453,سنگ لاشه برشی مرمر,6,برگ
1410512454,سنگ لاشه فکی مرمر,6,برگ
1410512455,سنگ لاشه هورنفلس,6,برگ
1410512456,سنگ لاشه شیستی,6,برگ
1410412321,شیل (استخراج),5,برگ
1410412322,مارن آهکی (استخراج),5,برگ
1410412323,مارن رسی (استخراج),5,برگ
1410412324,سنگ آهک (استخراج),5,برگ
1410412325,انواع شن و ماسه (استخراج),5,شاخه
1410512326,شن و ماسه کوهی,6,برگ
1410512327,شن و ماسه رودخانه ای,6,برگ
1410512413,ماسه بادی,6,برگ
1410512428,مخلوط آبرفتی,6,برگ
1410512429,مخلوط کوهی,6,برگ
1410412412,آرن (استخراج),5,برگ
1410412418,گچ (استخراج),5,شاخه
1410512319,سنگ گچ (استخراج),6,شاخه
1410612315,انیدریت (استخراج),7,برگ
1410612400,ژیپس (استخراج),7,برگ
1410512442,آلاباستر (استخراج),6,برگ
1410412431,آراگونیت (استخراج),5,برگ
1410312328,استخراج کانی های صنعتی,4,شاخه
1410412318,دولومیت (استخراج),5,برگ
1410412333,بنتونیت (استخراج),5,برگ
1410412334,گل سفید (استخراج),5,برگ
1410412335,کائولن (استخراج),5,برگ
1410412337,بال کلی (استخراج),5,برگ
1410412338,زئولیت (استخراج),5,برگ
1410412416,استخراج خاک صنعتی (مخلوط کانیهای صنعتی),5,برگ
1410412417,خاک نسوز (استخراج),5,شاخه
1410512435,سیلیمانیت,6,برگ
1410512436,کیانیت,6,برگ
1410512437,آندالوزیت,6,برگ
1410412439,انواع ماسه های صنعتی (استخراج),5,شاخه
1410512434,ماسه سیلیسی (استخراج),6,برگ
1410512440,ماسه پیروکسنی (استخراج),6,برگ
1410412448,سیلویت(استخراج),5,برگ
1410412449,منیزیا(استخراج),5,برگ
1410312339,فرآوری مصالح ساختمانی (بجز سنگ ساختمانی),4,شاخه
1410412340,سنگ گچ دانه بندی شده,5,برگ
1410412341,مصالح سنگی ساختمانی شستشو و دانه بندی شده (شن،ماسه، ریگ، سنگ و بالاست),5,شاخه
1410512350,شن و ماسه شستشو و دانه بندی شده,6,برگ
1410512353,ریگ و سنگ شستشو و دانه بندی شده,6,برگ
1410512446,بالاست شستشو و دانه بندی شده,6,برگ
1410412342,شن و ماسه سرباره ای,5,برگ
1410412352,شستشو و دانه بندی ریگ و سنگ,5,برگ
1410412355,دولومیت دانه بندی شده,5,برگ
1410412357,پوکه معدنی (پومیس) دانه بندی شده,5,برگ
1410412358,سنگ آهک دانه بندی شده,5,برگ
1410412399,خاک رس خردایش (دانه بندی)شده,5,برگ
1410412409,خاک شیل خردایش (دانه بندی)شده,5,برگ
1410412443,مصالح سنگی ساختمانی دانه بندی شده (شن،ماسه، ریگ، سنگ و بالاست),5,شاخه
1410412420,بالاست دانه بندی شده,6,برگ
1410512351,شن و ماسه دانه بندی شده,6,برگ
1410512354,ریگ و سنگ دانه بندی شده,6,برگ
1410312343,فرآوری کانی های صنعتی,4,شاخه
1410412344,شستشوی کائولن,5,برگ
1410412438,آندالوزیت دانه بندی شده,5,برگ
1410412445,کائولن دانه بندی شده,5,برگ
1410412447,خاک نسوز دانه بندی شده,5,برگ
1410612416,دانه بندی و بسته‌بندی پودرهای معدنی,5,برگ
1410612417,کانه آرایی و دانه‌بندی ماسه روتیل,5,برگ
1410312345,فرآوری ماسه ریخته گری,4,شاخه
1410412346,ماسه ریخته گری سیلیسی,5,برگ
1410412347,ماسه ریخته گری زیرکنی,5,برگ
1410412348,ماسه ریخته گری کرومیتی,5,برگ
1410412349,ماسه ریخته گری اولوینی,5,برگ
1410412419,ماسه ریخته گری پوشش داده شده با رزین (ماسه رزینی),5,برگ
1410412441,ماسه ریخته گری پرلیتی,5,برگ
1421,استخراج کانی های شیمیایی و کود,3,شاخه
1421312301,استخراج کانی های مورد مصرف در صنایع شیمیایی,4,شاخه
1421412302,باریت (استخراج),5,برگ
1421412303,بر (استخراج),5,شاخه
1421512326,بوراسیت (استخراج),6,برگ
1421512327,بوراکس (استخراج),6,برگ
1421412305,خاک زرد (استخراج),5,برگ
1421412306,خاک سرخ (استخراج),5,برگ
1421412307,آلونیت (استخراج),5,برگ
1421412308,زرنیخ (استخراج),5,برگ
1421412309,سلستین (استخراج),5,برگ
1421412310,سولفات سدیم (استخراج),5,شاخه
1421512324,میرابلیت (استخراج),6,برگ
1421512325,تناردیت (استخراج),6,برگ
1421412311,فلورین (استخراج),5,برگ
1421412312,ید (استخراج),5,برگ
1421412313,خاک پیت (استخراج),5,برگ
1421412314,سولفات منیزیم (استخراج),5,شاخه
1421512340,اپسوم (استخراج),6,برگ
1421412315,گوگرد (استخراج),5,برگ
1421412328,آپاتیت (استخراج),5,برگ
1421412334,پیروتیت (استخراج),5,برگ
1421412336,برم (استخراج),5,برگ
1421412338,کلرید منیزیم (استخراج),5,شاخه
1421512332,کارنالیت (استخراج),6,برگ
1421512339,بیشوفیت (استخراج),6,برگ
1421312316,استخراج کانی های مورد مصرف در کود,4,شاخه
1421412317,پتاس (استخراج),5,برگ
1421412318,فسفات (استخراج),5,برگ
1421412319,نیترات پتاسیم (استخراج),5,برگ
1421312320,فرآوری کانی های مورد مصرف در کود,4,شاخه
1421412321,کنسانتره پتاس,5,برگ
1421412322,کنسانتره فسفات,5,برگ
1421412323,کنسانتره نیترات,5,برگ
1421312329,فرآوری کانی های مورد مصرف در صنایع شیمیایی,4,شاخه
1421412330,کنسانتره فلورین,5,برگ
1421412331,کنسانتره باریت,5,برگ
1421412333,کنسانتره سلستین,5,برگ
1421412335,باریت دانه بندی شده,5,برگ
1421412337,سولفات سدیم (حاصل از فرآوری ماده معدنی),5,برگ
1422,استخراج نمک,3,شاخه
1422312301,استخراج نمک,4,شاخه
1422412308,استخراج نمک آبی,5,شاخه
1422512302,نمک آبی خوراکی (استخراج),6,برگ
1422512303,نمک آبی صنعتی (غیرخوراکی) (استخراج),6,برگ
1422512312,شورابه,6,برگ
1422412309,استخراج نمک سنگی,5,شاخه
1422512304,نمک سنگی خوراکی (استخراج),6,برگ
1422512305,نمک سنگی صنعتی (غیرخوراکی) (استخراج),6,برگ
1422312306,فرآوری نمک (عملیات تکمیلی استخراج نمک),4,شاخه
1422412307,انواع نمک سنگی و آبی دانه بندی شده,5,شاخه
1422512310,انواع نمک سنگی و آبی دانه بندی شده غیر خوراکی,6,برگ
1422512311,انواع نمک سنگی و آبی دانه بندی شده خوراکی,6,برگ
1429,استخراج سایر معادن طبقه بندی نشده در جای دیگر,3,شاخه
1429312301,استخراج سایر کانی های طبقه بندی نشده در جای دیگر,4,شاخه
1429412302,پرلیت (استخراج),5,برگ
1429412303,پگماتیت (استخراج),5,برگ
1429412304,آزبست (استخراج),5,برگ
1429412306,تالک (استخراج),5,برگ
1429412308,دیاتومیت (استخراج),5,برگ
1429412311,سیلیس (استخراج),5,شاخه
1429512345,کوارتزیت (استخراج),6,برگ
1429412312,صدف (استخراج),5,برگ
